"SA12018_V1_00","CURPop","CNPop","UnitRecDataSrce_IndForm","UnitRecDataSrce_HhldList","UnitRecDataSrce_AdminEnum","UnitRecDataSrce_Total","Sex_Male","Sex_Female","Sex_Total","Age5year_0_4_years","Age5year_5_9_years","Age5year_10_14_years","Age5year_15_19_years","Age5year_20_24_years","Age5year_25_29_years","Age5year_30_34_years","Age5year_35_39_years","Age5year_40_44_years","Age5year_45_49_years","Age5year_50_54_years","Age5year_55_59_years","Age5year_60_64_years","Age5year_65_69_years","Age5year_70_74_years","Age5year_75_79_years","Age5year_80_84_years","Age5year_Over85_years","Age5year_Total","Median_Age_single_year","Agelifecyclegroup_Under15","Agelifecyclegroup_15_29","Agelifecyclegroup_30_64","Agelifecyclegroup_Over65","Agelifecyclegroup_Total","0_4_years_Male","0_4_years_Female","5_9_years_Male","5_9_years_Female","10_14_years_Male","10_14_years_Female","15_19_years_Male","15_19_years_Female","20_24_years_Male","20_24_years_Female","25_29_years_Male","25_29_years_Female","30_34_years_Male","30_34_years_Female","35_39_years_Male","35_39_years_Female","40_44_years_Male","40_44_years_Female","45_49_years_Male","45_49_years_Female","50_54_years_Male","50_54_years_Female","55_59_years_Male","55_59_years_Female","60_64_years_Male","60_64_years_Female","65_69_years_Male","65_69_years_Female","70_74_years_Male","70_74_years_Female","75_79_years_Male","75_79_years_Female","80_84_years_Male","80_84_years_Female","Over85_Male","Over85_Female","Total_Male","Total_Female","Male_Female_Total","Median_Age_Male","Median_Age_Female","Median_Age_Total","Years_at_UR_0_years","Years_at_UR_1_4_years","Years_at_UR_5_9_years","Years_at_UR_10_14_years","Years_at_UR_15_29_years","Years_at_UR_Over30_years","Years_at_UR_Total_stated","Years_at_UR_NEI","Years_at_UR_Total","UR_5yr_ago_Same","UR_5yr_ago_ElsewhereNZ","UR_5yr_ago_Not_born","UR_5yr_ago_Overseas","UR_5yr_ago_No_fixed_abode","UR_5yr_ago_Total_stated","UR_5yr_ago_NEI","UR_5yr_ago_Total","UR_1yr_ago_Same","UR_1yr_ago_ElsewhereNZ","UR_1yr_ago_Not_born","UR_1yr_ago_Overseas","UR_1yr_ago_No_fixed_abode","UR_1yr_ago_Total_stated","UR_1yr_ago_NEI","UR_1yr_ago_Total","Birthplace_NZ","Birthplace_Overseas","Birthplace_Total_stated","Birthplace_NEI","Birthplace_Total","Birthpl_Brd_NZ","Birthpl_Brd_Australia","Birthpl_Brd_Pacific_Is","Birthpl_Brd_UK_and_Ireland","Birthpl_Brd_Europe","Birthpl_Brd_North_America","Birthpl_Brd_Asia","Birthpl_Brd_MidEast_Africa","Birthpl_Brd_Other","Birthpl_Brd_Total_stated","Birthpl_Brd_NEI","Birthpl_Brd_Total","ArrivalNZ_Less_one_year_OB","ArrivalNZ_1_year_OB","ArrivalNZ_2_years_OB","ArrivalNZ_3_years_OB","ArrivalNZ_4_years_OB","ArrivalNZ_5_9_years_OB","ArrivalNZ_10_19_years_OB","ArrivalNZ_20_years_more_OB","ArrivalNZ_Total_stated_OB","ArrivalNZ_NEI_OB","ArrivalNZ_Total_OB","Ethnicity_L1_European","Ethnicity_L1_Maori","Ethnicity_L1_Pacific_Ppls","Ethnicity_L1_Asian","Ethnicity_L1_MELAA","Ethnicity_L1_Other","Ethnicity_L2_New_Zealander","Ethnicity_L2_Other_nec","Ethnicity_L1_Total_stated","Ethnicity_L1_NEI","Ethnicity_Total","Languages_English","Languages_Maori","Languages_Samoan","Languages_NZ_Sign_Language","Languages_Other","Languages_None","Languages_Total_stated","Languages_NEI","Languages_Total","Maori_Maori_descent","Maori_No_Maori_descent","Maori_Dont_know","Maori_Total_stated","Maori_NEI","Maori_Total"
"7020859",204,204,195,6,3,204,96,108,204,24,15,18,12,9,21,18,18,18,15,9,18,6,3,0,3,3,0,204,32.7,54,42,105,3,204,9,15,9,3,12,6,3,6,3,6,9,12,9,9,9,12,9,9,6,6,3,6,6,12,6,3,0,3,0,0,0,0,0,3,0,0,96,108,204,32.5,32.7,32.7,36,93,30,30,0,0,192,12,204,57,69,24,42,0,189,15,204,153,27,3,6,0,192,12,204,81,123,204,3,204,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,15,6,9,12,27,36,15,123,0,123,72,9,9,120,0,0,0,0,204,0,204,186,3,3,0,81,9,204,0,204,9,195,0,204,0,204
"7020860",192,198,189,3,3,192,99,90,192,6,6,15,18,12,9,12,6,3,15,27,21,15,9,9,6,3,3,192,49,27,39,99,30,192,3,3,6,0,9,6,12,9,6,6,3,6,6,6,3,3,0,3,9,6,9,15,9,9,3,12,6,6,3,3,6,3,3,0,3,0,99,90,192,47.4,51.1,49,21,36,30,36,60,0,186,6,192,126,33,6,9,0,171,21,192,165,12,3,6,0,189,3,192,111,81,192,0,192,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,3,0,0,3,24,42,81,0,81,96,12,6,93,3,6,6,0,192,0,192,183,6,3,0,78,6,192,0,192,15,177,0,192,0,192
"7020861",150,150,147,3,3,150,75,72,150,9,15,15,6,9,6,6,15,12,21,9,15,6,0,3,0,0,0,150,39.1,39,21,84,6,150,6,3,9,6,9,3,3,3,3,3,0,3,0,3,6,9,6,6,9,12,3,6,6,6,3,3,3,0,3,3,0,0,0,0,0,0,75,72,150,35.9,40.6,39.1,15,33,36,60,0,0,147,3,150,90,36,9,9,0,141,6,150,132,12,0,3,0,147,3,150,93,57,150,0,150,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,3,0,6,21,21,57,0,57,90,12,0,51,6,0,0,0,150,0,150,144,0,0,0,39,3,150,0,150,15,129,6,150,0,150
"7020862",189,195,174,3,12,189,93,96,189,12,15,18,15,15,6,3,9,15,15,21,12,6,6,9,12,3,3,189,41.2,45,33,81,30,189,9,6,9,9,6,9,9,6,6,9,6,3,0,3,3,9,6,9,9,6,9,9,6,6,3,3,3,3,6,3,6,6,0,3,3,0,93,96,189,42.3,40.9,41.2,18,54,33,24,45,0,174,18,189,93,45,12,27,0,177,12,189,150,9,3,9,0,168,24,189,84,102,186,3,189,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,0,9,9,3,6,30,39,102,0,102,93,0,0,90,12,0,0,0,189,0,189,174,0,0,0,90,3,189,0,189,3,186,3,189,0,189
"7020863",129,138,117,6,3,129,66,63,129,3,6,9,9,9,9,9,3,9,12,12,15,9,6,9,3,0,3,129,45.7,15,27,66,21,129,0,3,0,3,6,0,3,3,6,3,3,3,3,6,3,3,3,6,6,6,6,9,9,6,3,6,3,3,6,3,3,3,0,0,0,3,66,63,129,44.5,47.2,45.7,30,27,6,6,45,0,120,12,129,51,60,3,6,0,120,12,129,87,24,3,6,0,117,15,129,87,45,132,0,129,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,3,0,6,15,18,45,0,45,84,9,3,42,0,0,0,0,129,0,129,132,0,0,0,30,3,129,0,129,15,117,0,129,0,129
"7020864",174,177,162,0,9,174,81,93,174,12,15,12,15,9,3,9,21,6,24,12,12,3,6,3,6,3,3,174,37.6,36,30,90,21,174,3,9,6,6,6,3,9,9,3,9,3,0,3,6,12,9,3,6,9,15,6,6,9,0,0,3,3,3,3,3,6,3,3,0,3,3,81,93,174,38.5,36.6,37.6,24,36,33,30,36,0,162,12,174,90,51,12,12,0,165,9,174,135,18,3,3,0,162,12,174,93,78,174,0,174,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,0,6,0,12,18,36,78,0,78,84,3,3,84,0,6,6,0,174,0,174,162,0,0,0,54,3,174,0,174,3,171,3,174,0,174
"7020865",126,129,126,0,3,126,60,69,126,3,3,6,18,6,0,6,6,0,12,18,12,12,9,12,6,0,0,126,50.6,9,24,63,27,126,3,3,0,3,3,3,9,9,3,3,0,0,0,3,3,3,0,0,3,6,6,12,6,3,6,6,6,6,6,6,3,3,0,0,0,0,60,69,126,52.7,49.6,50.6,9,21,12,24,48,15,123,3,126,81,21,3,9,0,114,15,126,117,3,0,6,0,126,3,126,96,33,126,0,126,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,0,0,0,3,18,33,0,33,105,6,3,24,0,6,3,3,126,0,126,123,3,0,3,27,0,126,0,126,3,120,3,126,0,126
"7020866",135,135,129,3,3,135,66,69,135,6,6,12,15,0,3,0,9,9,15,9,12,15,12,6,6,3,0,135,47.1,24,18,69,24,135,3,3,6,3,6,3,3,9,0,0,0,3,0,0,3,3,3,6,9,6,6,3,6,6,6,6,3,6,3,0,3,3,0,3,0,0,66,69,135,47.9,46.4,47.1,6,42,39,30,15,0,132,3,135,63,45,6,6,0,123,9,135,123,3,0,6,0,129,3,135,72,63,135,0,135,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,0,0,0,9,21,24,63,0,63,63,6,0,69,0,3,3,0,135,0,135,120,0,0,0,57,3,135,0,135,6,126,3,135,0,135
"7020867",174,177,165,0,12,174,87,90,174,18,9,12,9,6,6,12,21,18,18,9,12,12,9,0,6,0,0,174,38.2,39,21,96,18,174,9,12,6,0,6,6,6,3,3,3,3,3,3,9,9,9,6,6,6,12,6,3,9,3,6,6,3,3,3,0,3,3,0,0,0,0,87,90,174,39.2,37.9,38.2,24,54,36,24,27,3,162,12,174,81,48,18,15,0,162,15,174,126,24,0,15,0,165,12,174,120,54,174,0,174,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,3,6,0,9,15,15,54,0,54,126,9,9,39,0,0,0,0,174,0,174,165,0,0,0,36,6,174,0,174,12,156,9,174,0,174
"7020868",120,123,114,6,6,120,57,63,120,3,6,9,6,6,12,3,6,6,12,12,18,12,3,3,0,0,0,120,44.7,21,27,69,9,120,3,0,3,3,6,3,3,6,6,0,3,9,0,3,3,0,3,3,3,6,6,6,6,12,6,6,0,3,3,3,0,0,0,0,0,0,57,63,120,42.5,45.3,44.7,18,24,27,18,33,0,114,9,120,63,27,3,12,0,105,18,120,90,9,0,12,0,114,9,120,66,54,120,0,120,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,3,3,0,6,12,21,54,0,54,60,0,0,60,0,6,3,3,120,0,120,114,0,0,0,42,3,120,0,120,0,114,3,120,0,120
"7020869",177,177,168,0,9,177,78,99,177,18,18,15,9,6,12,12,21,18,15,3,6,9,12,3,0,0,0,177,33.8,51,30,84,15,177,6,12,9,9,9,6,3,6,3,3,6,6,6,6,9,12,6,9,6,6,0,3,3,6,3,9,3,6,3,3,0,0,0,0,0,0,78,99,177,32.4,36.1,33.8,42,48,27,18,21,9,168,12,177,63,60,18,18,0,159,18,177,123,33,3,9,0,165,9,177,117,60,177,0,177,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,6,6,3,3,24,12,60,0,60,114,18,9,54,0,6,3,3,177,0,177,171,3,0,0,45,6,177,0,177,15,156,3,177,0,177
"7020870",213,213,201,6,9,213,102,114,213,15,6,9,12,9,21,21,15,15,15,18,21,15,12,3,0,0,3,213,39.5,30,42,120,21,213,6,9,0,3,6,6,6,6,6,3,9,12,9,9,9,9,12,3,6,9,6,12,9,12,6,9,6,6,3,0,0,0,0,0,3,0,102,114,213,39.2,39.5,39.5,39,57,18,33,48,9,198,15,213,99,57,15,24,0,195,21,213,159,30,9,3,0,201,15,213,117,96,213,0,213,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,6,12,0,12,24,33,96,0,96,129,6,12,81,3,3,3,0,213,0,213,195,3,0,0,69,9,213,0,213,6,204,3,213,0,213
"7020871",99,99,99,3,0,99,48,51,99,3,9,12,6,6,0,3,0,3,15,15,3,6,6,0,3,0,0,99,45.6,21,15,51,12,99,0,6,3,3,6,3,6,3,3,6,0,0,3,3,0,0,3,3,6,9,9,6,0,3,6,3,0,3,0,3,0,3,0,0,0,0,48,51,99,46.5,45.4,45.6,15,15,39,18,9,0,96,3,99,60,27,3,3,0,93,9,99,81,9,3,6,0,93,6,99,69,27,96,0,99,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,0,0,0,6,9,12,27,0,27,63,0,3,39,0,0,0,0,99,0,99,93,0,0,0,21,3,99,0,99,3,96,0,99,0,99
"7020872",162,159,153,0,6,162,75,84,162,9,12,9,15,9,6,18,9,9,18,15,9,6,9,6,0,0,0,162,34.9,33,30,84,12,162,3,6,3,9,6,3,6,6,6,6,3,3,6,9,9,3,3,6,6,9,9,6,6,6,3,3,3,6,0,3,0,0,0,0,0,0,75,84,162,36,32.8,34.9,12,42,42,39,21,0,153,6,162,84,30,9,18,0,141,18,162,141,9,0,6,0,153,6,162,96,60,162,0,162,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,0,6,12,21,12,60,0,60,96,12,6,60,0,3,3,0,162,0,162,153,0,3,0,48,0,162,0,162,12,147,3,162,0,162
"7020873",171,174,165,3,3,171,87,84,171,6,21,18,24,12,3,3,6,15,24,18,9,6,0,3,0,3,0,171,32.3,48,36,81,3,171,6,3,9,12,12,9,12,12,6,3,3,0,0,3,3,3,6,9,12,18,12,6,6,3,6,0,0,0,0,3,0,0,0,3,0,0,87,84,171,24.5,36.6,32.3,27,42,39,60,0,0,165,9,171,93,54,6,6,0,159,12,171,138,24,0,3,0,165,9,171,123,48,171,0,171,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,0,3,0,6,18,21,48,0,48,126,12,0,45,0,6,6,0,171,0,171,168,0,0,0,27,3,171,0,171,15,153,3,171,0,171
"7020874",93,93,90,3,3,93,42,51,93,3,6,6,3,6,9,6,6,9,9,6,6,6,6,0,3,3,0,93,39.4,15,15,48,12,93,3,3,0,6,0,3,3,0,3,6,6,0,3,3,3,3,6,3,3,6,3,3,3,3,0,3,3,3,0,0,0,0,0,3,0,0,42,51,93,41,38.4,39.4,18,30,12,9,12,9,87,3,93,33,36,3,6,0,78,15,93,75,12,0,3,0,90,3,93,54,39,93,0,93,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,0,0,3,15,15,39,0,39,60,0,6,27,3,3,3,0,93,0,93,90,0,0,3,27,0,93,0,93,6,87,3,93,0,93
"7020875",165,162,150,6,9,165,84,81,165,6,9,15,12,15,9,9,15,15,12,12,12,9,6,0,3,3,0,165,38.2,27,36,87,15,165,0,3,3,6,9,3,6,6,9,9,6,3,6,6,6,9,9,9,6,9,6,6,6,3,6,6,3,6,0,0,3,0,0,3,0,0,84,81,165,37.2,38.7,38.2,9,75,30,24,6,0,150,15,165,54,63,6,21,0,144,21,165,138,9,0,3,0,150,12,165,63,99,162,0,165,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,6,3,3,6,27,45,9,99,0,99,81,6,6,75,3,0,0,0,165,0,165,156,3,0,6,69,0,165,0,165,6,156,3,165,0,165
"7020876",216,219,195,12,9,216,102,114,216,18,24,24,12,6,6,18,18,21,24,12,12,9,9,3,6,0,3,216,36.1,63,24,111,18,216,12,9,12,12,9,15,6,3,3,6,6,0,6,9,9,9,9,9,12,12,3,6,3,6,3,6,6,0,0,3,3,3,0,0,0,0,102,114,216,35.7,36.1,36.1,21,60,48,45,12,9,195,18,216,99,54,18,15,0,186,27,216,174,12,3,9,0,195,21,216,153,57,213,3,216,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,3,0,3,6,18,15,57,3,57,156,30,9,42,0,0,0,0,216,0,216,204,9,3,3,42,6,216,0,216,33,174,6,216,0,216
"7020877",180,183,174,0,9,180,84,96,180,9,18,6,12,6,9,21,15,12,6,15,12,12,15,9,0,0,3,180,38,36,30,90,30,180,6,6,9,6,3,3,6,6,3,3,3,6,9,12,6,6,3,6,6,3,6,9,6,6,3,9,6,6,6,3,0,0,0,0,0,0,84,96,180,35.5,41.4,38,27,57,18,21,24,24,174,9,180,81,57,9,18,0,165,15,180,144,18,0,9,0,171,9,180,102,78,180,0,180,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,6,6,0,21,18,24,78,0,78,105,15,0,60,6,6,6,0,180,0,180,168,6,0,3,54,3,180,0,180,24,156,0,180,0,180
"7020878",111,111,102,3,6,111,51,57,111,15,12,6,3,6,6,12,9,6,6,6,6,3,3,3,6,0,0,111,34.7,30,15,51,15,111,6,9,3,3,0,6,3,0,6,3,3,3,6,3,3,6,6,0,3,3,3,6,6,3,0,3,3,0,3,0,3,3,0,0,0,0,51,57,111,34.8,34.2,34.7,15,48,9,12,12,3,102,9,111,30,39,15,15,0,99,9,111,84,9,3,6,0,102,9,111,60,48,111,0,111,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,0,9,0,12,6,12,48,0,48,66,3,12,27,6,3,3,0,111,0,111,102,0,3,3,30,3,111,0,111,3,108,0,111,0,111
"7020879",159,156,141,9,9,159,75,81,159,15,12,6,9,9,12,15,18,15,9,15,6,3,6,6,3,0,0,159,35.4,33,30,84,12,159,9,9,6,6,0,3,6,6,6,3,6,6,6,9,9,9,9,9,6,6,9,6,3,3,0,3,3,3,0,3,0,3,0,0,0,0,75,81,159,36.4,35.1,35.4,18,63,33,12,21,0,141,18,159,48,63,15,9,0,135,24,159,120,15,3,0,0,138,21,159,108,48,159,3,159,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,0,3,3,12,12,15,48,0,48,102,33,9,36,0,3,0,3,159,0,159,153,15,6,0,21,3,159,0,159,36,123,0,159,0,159
"7020880",120,126,105,6,9,120,54,63,120,6,6,6,3,12,9,9,12,9,6,9,9,3,3,3,0,0,3,120,35.4,18,30,63,9,120,3,6,6,3,3,0,3,3,6,9,3,6,3,6,6,9,6,3,3,3,3,6,3,6,3,3,0,0,0,3,0,0,0,0,0,3,54,63,120,32,37.6,35.4,21,33,30,9,15,6,105,12,120,51,39,6,6,0,108,12,120,84,15,0,0,0,99,18,120,81,36,117,3,120,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,0,3,12,6,12,36,0,36,93,9,6,21,3,0,0,0,120,0,120,114,3,3,0,24,0,120,0,120,9,105,3,120,0,120
"7020881",129,129,114,3,6,129,66,63,129,6,9,3,6,3,6,21,12,12,9,12,9,3,3,6,3,3,0,129,37.1,18,21,78,12,129,3,3,3,6,3,0,3,6,3,0,3,6,12,9,6,6,6,6,3,6,6,6,6,3,0,3,0,3,0,3,3,3,0,0,0,0,66,63,129,36.4,37.3,37.1,9,48,21,6,30,0,114,12,129,54,39,6,12,0,111,15,129,105,9,0,3,0,114,12,129,84,45,129,0,129,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,3,0,3,3,12,15,45,0,45,84,6,3,39,0,0,0,0,129,0,129,120,0,0,0,27,3,129,0,129,9,114,3,129,0,129
"7020882",150,150,147,0,3,150,72,78,150,15,12,6,15,6,6,12,15,12,18,9,3,3,3,6,0,3,0,150,35.5,33,30,78,12,150,6,9,6,6,3,0,6,9,6,3,3,3,6,6,6,9,6,9,9,6,3,6,3,0,3,3,3,0,0,6,0,0,3,0,0,0,72,78,150,35.3,35.6,35.5,18,51,24,18,24,12,147,3,150,72,36,15,15,0,138,12,150,129,12,3,3,0,147,3,150,102,48,150,0,150,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,6,0,3,3,9,9,15,48,0,48,105,15,15,36,3,0,0,0,150,0,150,138,6,0,0,39,6,150,0,150,15,132,6,150,0,150
"7020883",117,117,102,3,12,117,63,57,117,15,6,6,3,12,15,9,12,9,6,3,0,3,6,3,3,3,3,117,28.8,30,30,42,15,117,6,9,3,6,3,3,3,3,6,3,12,6,3,6,6,6,3,3,3,3,3,0,0,0,0,3,3,3,3,0,3,3,3,0,0,3,63,57,117,28.3,32.1,28.8,21,36,21,6,6,9,102,15,117,42,30,15,15,0,99,18,117,81,15,6,0,0,105,15,117,72,48,117,0,117,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,3,3,6,12,9,9,48,0,48,66,9,3,57,0,3,3,0,117,0,117,108,3,0,0,42,6,117,0,117,6,105,6,117,0,117
"7020884",150,150,141,9,3,150,72,81,150,12,12,12,9,6,12,12,9,12,9,12,12,6,9,6,3,3,0,150,38.6,33,24,72,21,150,6,3,6,3,6,6,3,3,0,6,6,6,6,9,3,6,6,6,3,9,6,6,6,6,3,3,3,3,0,3,3,3,0,0,0,0,72,81,150,37.5,39.1,38.6,15,48,24,21,18,15,141,12,150,66,57,12,3,0,135,15,150,120,15,3,3,0,138,12,150,114,36,147,3,150,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,0,0,0,0,12,18,36,0,36,123,9,6,33,0,0,0,0,150,0,150,144,6,0,0,24,3,150,0,150,12,138,0,150,0,150
"7020885",180,180,174,3,6,180,93,90,180,18,9,15,9,15,9,18,18,9,12,18,15,3,3,3,3,0,0,180,33.6,42,33,93,9,180,9,9,6,6,9,6,3,6,9,6,6,3,9,9,6,12,3,3,6,6,6,9,9,6,0,3,3,3,3,0,3,3,0,0,0,0,93,90,180,33.4,33.6,33.6,36,54,27,24,27,0,174,9,180,63,63,18,24,0,168,12,180,132,27,6,9,0,174,6,180,111,72,180,0,180,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,3,6,6,12,27,9,72,0,72,93,9,6,93,6,0,0,0,180,0,180,162,0,0,0,60,9,180,0,180,12,168,3,180,0,180
"7020886",129,132,114,6,9,129,63,66,129,6,9,12,12,6,9,9,12,9,9,15,3,6,3,9,3,0,0,129,35.7,27,24,60,18,129,6,3,3,3,6,6,6,9,3,0,6,3,3,6,6,6,6,6,6,3,3,9,0,3,3,0,0,3,3,6,3,3,0,0,0,0,63,66,129,34,39.5,35.7,15,48,21,6,21,6,114,18,129,42,54,6,15,0,117,15,129,99,9,3,0,0,114,18,129,81,51,132,0,129,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,0,6,9,9,15,51,0,51,93,9,3,21,18,0,0,0,129,0,129,117,0,0,0,36,3,129,0,129,9,123,0,129,0,129
"7020887",150,150,138,3,6,150,63,84,150,12,12,9,3,6,15,6,18,12,6,6,12,6,6,3,6,3,3,150,38,33,27,69,21,150,3,9,3,9,6,6,3,0,6,3,9,6,0,3,6,12,6,6,3,3,3,3,3,6,6,3,3,6,0,0,3,3,0,0,0,0,63,84,150,39.7,36.3,38,30,42,15,15,18,15,135,15,150,60,45,12,15,0,132,15,150,105,24,3,3,0,138,12,150,111,36,147,3,150,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,12,3,0,0,3,6,12,36,0,36,111,9,9,27,0,3,3,0,150,0,150,138,6,0,0,33,6,150,0,150,15,126,6,150,0,150
"7020888",174,174,168,0,3,174,90,81,174,21,15,9,9,12,15,21,18,15,9,12,3,9,6,3,3,0,0,174,32,42,36,84,12,174,9,12,6,9,6,3,6,0,6,3,9,6,12,12,9,9,9,9,3,3,6,6,0,0,3,6,6,3,0,3,3,0,0,0,0,0,90,81,174,29,34.3,32,27,51,45,12,24,9,168,6,174,75,51,21,9,0,156,15,174,144,18,6,3,0,168,3,174,123,51,174,0,174,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,6,0,12,15,12,51,0,51,108,15,6,57,6,0,0,0,174,0,174,162,3,3,0,51,9,174,0,174,21,150,3,174,0,174
"7020889",123,123,114,3,9,123,54,66,123,9,6,6,12,3,12,9,12,9,12,6,6,6,3,3,3,0,0,123,35.7,24,27,63,9,123,6,6,6,0,3,3,3,9,3,0,3,9,3,6,6,6,3,6,6,9,3,3,0,3,3,3,0,3,3,0,3,0,0,0,0,0,54,66,123,33.3,39.3,35.7,18,39,21,9,15,12,111,9,123,48,36,9,6,0,102,18,123,90,18,3,0,0,114,9,123,90,33,123,3,123,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,0,0,0,6,9,9,33,0,33,96,12,9,21,0,0,0,0,123,0,123,117,3,3,0,15,3,123,0,123,12,102,6,123,0,123
"7020890",120,120,111,3,6,120,60,60,120,9,15,6,3,6,9,12,15,9,12,9,3,6,3,6,3,0,0,120,34.5,30,18,60,12,120,3,6,6,6,3,3,3,3,6,0,6,6,3,9,9,6,3,6,6,3,3,6,3,3,3,0,3,3,6,3,3,0,0,0,0,0,60,60,120,35.7,33.5,34.5,15,51,21,9,3,6,111,12,120,36,48,9,12,0,102,18,120,84,21,0,6,0,111,9,120,81,39,120,3,120,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,3,3,6,6,9,12,39,0,39,87,15,9,18,6,3,3,0,120,0,120,117,6,3,0,21,3,120,0,120,18,105,0,120,0,120
"7020891",126,123,111,9,6,126,54,72,126,6,9,6,6,12,9,9,3,15,9,9,9,3,12,6,3,0,0,126,39.2,24,27,54,21,126,3,6,3,6,3,3,3,6,3,6,3,6,3,6,0,3,9,6,3,3,6,3,3,6,3,0,9,6,0,3,3,3,0,0,0,0,54,72,126,43.5,33.5,39.2,15,24,21,21,18,12,111,15,126,69,24,6,12,0,114,12,126,96,9,3,3,0,111,18,126,81,48,126,3,126,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,3,9,9,9,15,48,0,48,75,6,6,36,3,6,6,0,126,0,126,123,0,0,3,33,3,126,0,126,6,111,9,126,0,126
"7020892",90,93,84,3,3,90,48,42,90,6,9,3,6,6,6,9,3,3,9,9,6,0,3,0,6,3,0,90,35.4,18,15,42,9,90,3,3,6,6,0,3,3,3,3,3,3,3,3,6,3,3,0,3,6,3,6,3,6,0,0,0,0,3,0,0,3,3,0,3,0,0,48,42,90,34.2,39.4,35.4,12,18,24,6,15,6,84,9,90,54,21,6,6,0,84,6,90,69,15,0,0,0,81,6,90,63,24,90,0,90,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,3,6,3,9,24,0,24,66,12,3,21,3,0,0,0,90,0,90,90,3,3,0,15,0,90,0,90,9,78,6,90,0,90
"7020893",207,210,186,9,15,207,102,105,207,9,21,9,12,21,18,12,12,21,15,15,6,6,12,6,6,3,0,207,34.4,42,51,84,27,207,3,6,12,9,3,6,3,6,15,6,12,6,6,6,3,6,9,15,3,6,9,9,3,3,3,3,3,9,3,3,3,3,3,3,0,0,102,105,207,29.1,37.6,34.4,39,48,39,15,24,21,183,24,207,84,54,9,27,0,177,30,207,147,33,3,6,0,183,21,207,138,69,207,0,207,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,9,6,9,0,12,15,12,69,0,69,141,18,9,54,0,0,0,0,207,0,207,195,3,3,3,51,3,207,0,207,30,177,3,207,0,207
"7020894",114,114,108,3,3,114,54,57,114,12,6,6,9,6,12,21,6,6,6,15,9,3,0,0,0,0,0,114,30.9,24,30,57,6,114,6,9,3,3,3,3,6,3,3,3,6,6,9,9,0,6,3,3,3,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,54,57,114,31.4,30.3,30.9,36,42,12,9,9,0,108,6,114,30,57,12,6,0,102,12,114,72,30,3,6,0,108,6,114,78,36,114,0,114,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,0,0,0,9,12,9,36,0,36,81,6,3,27,3,0,0,0,114,0,114,108,0,0,0,24,6,114,0,114,9,102,3,114,0,114
